1.0,186.97185,1393.3123,1035.0452,374.68569,-10.084411,-280.89615,64.453489,1274.8285
1.0,815.56049,1487.6167,1358.7676,787.58794,-271.10269,-600.06439,398.12579,1335.2942
2.0,774.1365,933.60705,-231.86123,1410.9873,331.66022,474.88857,706.99113,-669.17111
2.0,956.11815,1018.0122,-600.18739,908.08147,-328.73314,808.27852,1263.0141,-669.73417
1.0,695.73956,935.43957,1394.623,473.2349,192.59642,-31.027622,598.61721,1009.0944
2.0,938.79784,499.82745,-402.8858,1714.3707,517.89217,907.76384,1198.67,-686.43744
2.0,765.79873,509.78725,-70.747102,980.84383,-379.43724,696.55012,559.7111,-308.49644
4.0,942.00571,176.07559,692.79293,1294.4208,411.09652,770.24179,472.62252,578.66259
1.0,153.70385,1463.7636,1098.178,939.49114,-229.21392,-696.50237,470.29232,852.5563
1.0,499.74279,1470.4391,1143.5965,149.0335,-473.96887,-929.639,451.1493,880.8229
1.0,276.60402,1767.8257,1289.5652,570.06791,-250.42871,-613.47977,184.32095,1551.7534
3.0,377.15844,544.01895,900.66365,283.80355,1339.5297,-546.97335,842.45459,33.146792
2.0,710.38396,720.15424,-101.80598,1020.2207,542.0343,680.01228,1076.3605,-16.042623
1.0,188.23921,959.8437,1470.2871,777.3952,199.81063,-31.657418,-237.86705,911.92833
1.0,423.18377,1339.9225,1843.3927,556.65981,-92.541905,-583.35564,542.37098,975.8282
3.0,767.74679,665.9935,1201.6049,258.02754,1326.0572,237.32764,1493.0161,171.12329
4.0,45.861168,365.39925,565.11791,1035.3642,-69.669527,785.02867,846.37248,868.13864
2.0,373.04127,1418.8519,95.832668,1117.2417,346.39331,868.95501,748.33658,-700.00082
3.0,588.57647,320.8183,1218.3115,-460.01985,953.84193,-555.25305,534.71241,629.21803
3.0,170.53536,527.73928,856.10526,-156.25356,1438.3013,-103.36154,1316.3393,595.7298
3.0,254.96212,10.585056,660.42128,-262.09101,1289.5546,382.7501,1374.8938,219.75043
3.0,830.30841,-191.647,488.89498,69.197578,932.64512,281.54051,837.23255,73.777597
1.0,29.193638,1592.02,1400.0992,726.5387,-582.55403,-331.5287,714.09634,1654.7377
4.0,28.348561,99.232785,460.46166,931.59149,370.30218,615.15307,989.77621,144.27565
3.0,261.65407,716.11602,649.70653,114.08442,1025.8491,-313.15128,624.28899,338.46006
4.0,781.82333,219.61889,948.6061,1277.3228,146.73288,596.4382,399.76403,505.45154
4.0,249.17722,-244.29083,1126.9121,375.11013,-47.56771,60.750105,606.29231,373.08879
2.0,754.64222,992.59283,-198.30097,1159.4022,54.024468,61.878113,1213.4779,-759.78603
3.0,837.51162,-57.71126,1290.2756,316.56836,1352.1556,-483.86903,585.42113,20.382459
2.0,421.46371,1274.9472,-524.00843,1212.1656,139.32264,53.276515,1490.3662,-207.77951
4.0,773.74183,462.5534,267.45936,877.54017,160.75488,439.29214,724.86281,795.23215
2.0,633.24379,537.61121,-253.62748,1425.7959,-308.67388,870.19694,575.05407,200.1485
3.0,227.1706,-0.30186642,831.42888,-519.13462,751.96758,-43.433481,995.75304,507.24303
2.0,160.52499,1088.9327,-512.27481,985.10468,-417.31397,937.01833,1399.3276,-184.86226
2.0,599.78349,621.96647,-314.82864,1644.8974,220.35207,349.75218,843.94035,149.29371
4.0,668.65974,306.5402,668.96721,1141.8731,90.105337,792.13415,1341.0218,42.923568
2.0,972.22357,1195.3262,-671.42337,1195.9894,113.96854,703.64278,818.03932,-384.86886
1.0,578.02813,1115.5268,1063.8735,749.04327,-18.299102,-230.46604,663.69315,867.38724
2.0,136.17528,800.94328,-138.5621,1502.5251,462.66045,-9.6589888,652.79637,-597.01619
2.0,131.00028,1277.984,43.357331,1697.296,558.0631,548.69564,1114.2481,-595.5531
2.0,681.67534,1159.6239,-710.38652,1496.9574,283.43663,0.30480226,584.15885,9.647468
2.0,191.36734,1135.3093,204.06605,1411.6536,547.51371,96.064536,650.7264,201.60146
3.0,977.87964,750.78689,835.56528,206.0453,706.63432,-40.174766,661.9793,-305.73204
4.0,987.25631,191.30116,1072.3086,875.00608,-178.16262,626.15868,862.33181,1015.5169
1.0,959.04143,1066.3592,1757.8601,478.66262,-640.66958,-521.47311,-203.75703,939.24434
3.0,201.49596,528.49474,1173.859,-162.12497,631.75834,-24.265093,1374.3864,482.10581
3.0,127.20691,-104.58138,945.21164,-480.33907,1517.3081,-333.9412,775.9575,630.62167
4.0,930.83155,46.127338,212.27071,828.58028,-295.23284,229.41517,988.04232,854.31264
2.0,548.8056,1046.7731,-574.83663,819.44791,335.85592,258.9309,1483.1506,-111.63433
3.0,778.18637,240.46704,937.75649,212.86803,1083.0036,310.45,504.04749,-94.692845
1.0,72.647339,1596.834,1328.2039,1138.7292,118.9113,-411.26629,693.68004,1403.4873
1.0,894.35706,1104.4762,1878.2168,629.47651,-361.33105,-706.69287,246.51611,897.58554
1.0,448.04584,1054.4692,1665.217,970.60733,-474.36444,-500.80957,488.30023,781.82068
3.0,316.18545,545.22217,420.61831,-226.41433,787.61727,160.65997,751.86864,-313.00932
4.0,74.210273,129.18688,966.82416,892.59331,-57.673608,219.99077,390.43538,91.216142
4.0,982.6493,-155.57721,560.11876,920.31417,454.21676,200.61628,1314.8567,665.92467
3.0,124.78145,457.99115,445.11984,443.36935,772.36699,-135.5679,1067.0936,-335.80157
4.0,586.52203,595.79992,1084.7978,1113.5339,330.67602,331.47489,579.10101,653.12764
1.0,305.24443,924.84656,1135.1688,887.03362,-209.60931,-5.8488677,314.27569,732.84569
